current_state,previous_state,estimate,margin_of_error,year
SC,CT,3427,1457.0,2017
SC,DC,322,266.0,2017
SC,DE,464,348.0,2017
SC,FL,14723,2803.0,2017
SC,GA,12686,2342.0,2017
SC,HI,298,227.0,2017
SC,IA,154,211.0,2017
SC,ID,408,494.0,2017
SC,IL,3918,1521.0,2017
SC,IN,2940,1483.0,2017
SC,KS,826,655.0,2017
SC,KY,2444,1176.0,2017
SC,LA,1606,1061.0,2017
SC,MA,2607,1005.0,2017
SC,MD,3276,988.0,2017
SC,ME,516,345.0,2017
SC,MI,2673,820.0,2017
SC,MN,870,540.0,2017
SC,MO,3347,1747.0,2017
SC,MS,1144,580.0,2017
SC,MT,506,738.0,2017
SC,NC,28542,4451.0,2017
SC,ND,76,128.0,2017
SC,NE,523,453.0,2017
SC,NH,1013,592.0,2017
SC,NJ,7658,2904.0,2017
SC,NM,524,490.0,2017
SC,NV,1369,1045.0,2017
SC,NY,11504,2770.0,2017
SC,OH,4867,1378.0,2017
SC,OK,689,356.0,2017
SC,OR,148,198.0,2017
SC,PA,6964,1537.0,2017
SC,RI,284,345.0,2017
SC,SD,82,139.0,2017
SC,TN,4263,1263.0,2017
SC,TX,9001,3786.0,2017
SC,UT,842,687.0,2017
SC,VA,8778,2242.0,2017
SC,VT,14,28.0,2017
SC,WA,1420,938.0,2017
SC,WI,1627,948.0,2017
SC,WV,3111,2024.0,2017
SC,WY,0,211.0,2017
SD,AK,183,302.0,2017
SD,AL,144,176.0,2017
SD,AR,83,140.0,2017
SD,AZ,402,456.0,2017
SD,CA,3599,1967.0,2017
SD,CO,1284,531.0,2017
SD,CT,0,163.0,2017
SD,DC,0,163.0,2017
SD,DE,0,163.0,2017
SD,FL,580,726.0,2017
SD,GA,253,255.0,2017
SD,HI,531,805.0,2017
SD,IA,2479,1031.0,2017
SD,ID,44,55.0,2017
SD,IL,177,204.0,2017
SD,IN,0,163.0,2017
SD,KS,332,384.0,2017
SD,KY,0,163.0,2017
SD,LA,1257,1042.0,2017
SD,MA,0,163.0,2017
SD,MD,306,487.0,2017
SD,ME,89,151.0,2017
SD,MI,251,215.0,2017
SD,MN,3510,1012.0,2017
SD,MO,384,373.0,2017
SD,MS,14,32.0,2017
SD,MT,217,170.0,2017
SD,NC,215,219.0,2017
SD,ND,1751,975.0,2017
SD,NE,2892,1159.0,2017
SD,NH,28,58.0,2017
SD,NJ,135,165.0,2017
SD,NM,152,189.0,2017
SD,NV,282,265.0,2017
SD,NY,345,270.0,2017
SD,OH,111,182.0,2017
SD,OK,105,130.0,2017
SD,OR,71,98.0,2017
SD,PA,34,60.0,2017
SD,RI,0,163.0,2017
SD,SC,15,27.0,2017
SD,TN,264,350.0,2017
SD,TX,1156,705.0,2017
SD,UT,170,283.0,2017
SD,VA,364,505.0,2017
SD,VT,0,163.0,2017
SD,WA,195,135.0,2017
SD,WI,974,755.0,2017
SD,WV,0,163.0,2017
SD,WY,728,464.0,2017
TN,AK,417,324.0,2017
TN,AL,9523,2684.0,2017
TN,AR,5843,2106.0,2017
TN,AZ,2522,1327.0,2017
TN,CA,7879,2231.0,2017
TN,CO,1823,706.0,2017
TN,CT,2013,923.0,2017
TN,DC,322,350.0,2017
TN,DE,648,724.0,2017
TN,FL,19470,3699.0,2017
TN,GA,16865,3825.0,2017
TN,HI,334,367.0,2017
TN,IA,334,330.0,2017
TN,ID,562,471.0,2017
TN,IL,12376,3221.0,2017
TN,IN,4745,1742.0,2017
TN,KS,1796,1253.0,2017
TN,KY,13138,3141.0,2017
TN,LA,2614,1018.0,2017
TN,MA,1109,638.0,2017
TN,MD,1497,834.0,2017
TN,ME,586,627.0,2017
TN,MI,6535,1908.0,2017
TN,MN,978,731.0,2017
TN,MO,3819,2205.0,2017
TN,MS,8830,2070.0,2017
TN,MT,212,219.0,2017
TN,NC,8892,2710.0,2017
TN,ND,0,208.0,2017
TN,NE,515,394.0,2017
TN,NH,0,208.0,2017
TN,NJ,1209,691.0,2017
TN,NM,1193,665.0,2017
TN,NV,854,583.0,2017
TN,NY,5413,1983.0,2017
TN,OH,5934,1848.0,2017
TN,OK,2680,1560.0,2017
TN,OR,881,511.0,2017
TN,PA,4677,1672.0,2017
TN,RI,47,82.0,2017
TN,SC,2911,1032.0,2017
TN,SD,210,186.0,2017
TN,TX,12904,2753.0,2017
TN,UT,652,597.0,2017
TN,VA,11339,2802.0,2017
TN,VT,235,301.0,2017
TN,WA,1789,1169.0,2017
TN,WI,1426,769.0,2017
TN,WV,996,841.0,2017
TN,WY,362,504.0,2017
TX,AK,3543,1769.0,2017
TX,AL,10235,3573.0,2017
TX,AR,14222,3651.0,2017
TX,AZ,14875,3853.0,2017
TX,CA,63174,6149.0,2017
TX,CO,20023,3624.0,2017
TX,CT,2363,1054.0,2017
TX,DC,1307,948.0,2017
TX,DE,297,286.0,2017
TX,FL,33740,4634.0,2017
TX,GA,16182,3611.0,2017
TX,HI,6376,1979.0,2017
TX,IA,6086,2973.0,2017
TX,ID,2536,1095.0,2017
TX,IL,26214,5254.0,2017
TX,IN,9510,2795.0,2017
TX,KS,11649,3004.0,2017
TX,KY,6561,1786.0,2017
TX,LA,28700,5324.0,2017
TX,MA,5502,2235.0,2017
TX,MD,9793,2188.0,2017
TX,ME,648,601.0,2017
TX,MI,7030,1861.0,2017
TX,MN,8715,2609.0,2017
TX,MO,13881,3234.0,2017
TX,MS,11199,3655.0,2017
TX,MT,650,442.0,2017
TX,NC,13288,4702.0,2017
TX,ND,1605,833.0,2017
TX,NE,2689,951.0,2017
TX,NH,638,474.0,2017
TX,NJ,7460,2015.0,2017
TX,NM,16395,3066.0,2017
TX,NV,7599,2698.0,2017
TX,NY,20664,3989.0,2017
TX,OH,13300,2773.0,2017
TX,OK,20573,3281.0,2017
TX,OR,3725,1141.0,2017
TX,PA,12684,3211.0,2017
TX,RI,10,17.0,2017
TX,SC,6123,2369.0,2017
TX,SD,1498,900.0,2017
TX,TN,11630,2557.0,2017
TX,UT,9131,2878.0,2017
TX,VA,15436,3540.0,2017
TX,VT,662,574.0,2017
TX,WA,14646,3569.0,2017
TX,WI,7443,3020.0,2017
TX,WV,1353,892.0,2017
TX,WY,948,588.0,2017
UT,AK,660,512.0,2017
UT,AL,644,1010.0,2017
UT,AR,177,149.0,2017
UT,AZ,8144,2461.0,2017
UT,CA,17020,3599.0,2017
UT,CO,4625,1761.0,2017
UT,CT,283,283.0,2017
UT,DC,501,447.0,2017
UT,DE,0,192.0,2017
UT,FL,1044,559.0,2017
UT,GA,2218,1220.0,2017
UT,HI,1532,1021.0,2017
UT,IA,81,135.0,2017
UT,ID,6742,1819.0,2017
UT,IL,1810,972.0,2017
UT,IN,829,725.0,2017
UT,KS,367,316.0,2017
UT,KY,1068,1151.0,2017
UT,LA,317,262.0,2017
UT,MA,650,397.0,2017
UT,MD,1127,635.0,2017
UT,ME,151,242.0,2017
UT,MI,604,367.0,2017
UT,MN,1716,1381.0,2017
UT,MO,2070,961.0,2017
UT,MS,361,436.0,2017
UT,MT,2043,1131.0,2017
UT,NC,1253,769.0,2017
UT,ND,2184,1528.0,2017
UT,NE,580,487.0,2017
UT,NH,0,192.0,2017
UT,NJ,976,913.0,2017
UT,NM,1781,949.0,2017
UT,NV,5948,2182.0,2017
UT,NY,1770,821.0,2017
UT,OH,1944,916.0,2017
UT,OK,919,488.0,2017
UT,OR,4102,2312.0,2017
UT,PA,987,677.0,2017
UT,RI,0,192.0,2017
UT,SC,1259,944.0,2017
UT,SD,0,192.0,2017
UT,TN,972,643.0,2017
UT,TX,6536,2369.0,2017
UT,VA,3187,1093.0,2017
UT,VT,204,275.0,2017
UT,WA,5270,2285.0,2017
UT,WI,1064,670.0,2017
UT,WV,142,214.0,2017
UT,WY,1722,997.0,2017
VA,AK,736,568.0,2017
VA,AL,2341,948.0,2017
VA,AR,1184,714.0,2017
VA,AZ,2587,997.0,2017
VA,CA,14509,2690.0,2017
VA,CO,4644,1350.0,2017
VA,CT,3368,1301.0,2017
VA,DC,10088,1820.0,2017
VA,DE,2107,877.0,2017
VA,FL,17864,3219.0,2017
VA,GA,8708,1836.0,2017
VA,HI,4947,2109.0,2017
VA,IA,1535,1030.0,2017
VA,ID,107,166.0,2017
VA,IL,6515,1683.0,2017
VA,IN,1565,787.0,2017
VA,KS,2771,1489.0,2017
VA,KY,2765,1183.0,2017
VA,LA,2705,1333.0,2017
VA,MA,3493,1157.0,2017
VA,MD,25578,3689.0,2017
VA,ME,1135,868.0,2017
VA,MI,2991,1205.0,2017
VA,MN,2010,1511.0,2017
VA,MO,2657,1310.0,2017
VA,MS,1060,746.0,2017
VA,MT,227,194.0,2017
VA,NC,26277,4500.0,2017
VA,ND,222,216.0,2017
VA,NE,1054,688.0,2017
VA,NH,1310,636.0,2017
VA,NJ,8992,1978.0,2017
VA,NM,2344,924.0,2017
VA,NV,1691,860.0,2017
VA,NY,12614,2331.0,2017
VA,OH,4754,1423.0,2017
VA,OK,3453,1320.0,2017
VA,OR,511,421.0,2017
VA,PA,13350,2274.0,2017
VA,RI,1453,730.0,2017
VA,SC,6923,1661.0,2017
VA,SD,494,435.0,2017
VA,TN,4121,1547.0,2017
VA,TX,15596,3557.0,2017
VA,UT,2123,1049.0,2017
VA,VT,963,694.0,2017
VA,WA,5488,2115.0,2017
VA,WI,961,571.0,2017
VA,WV,5294,1395.0,2017
VA,WY,305,503.0,2017
VT,AK,203,240.0,2017
VT,AL,0,157.0,2017
VT,AR,0,157.0,2017
VT,AZ,132,129.0,2017
VT,CA,1246,594.0,2017
VT,CO,689,324.0,2017
VT,CT,839,367.0,2017
VT,DC,261,306.0,2017
VT,DE,14,30.0,2017
VT,FL,1645,901.0,2017
VT,GA,80,128.0,2017
VT,HI,83,146.0,2017
VT,IA,80,116.0,2017
VT,ID,0,157.0,2017
VT,IL,1317,1549.0,2017
VT,IN,0,157.0,2017
VT,KS,61,107.0,2017
VT,KY,0,157.0,2017
VT,LA,149,183.0,2017
VT,MA,3975,1001.0,2017
VT,MD,278,217.0,2017
VT,ME,624,301.0,2017
VT,MI,352,239.0,2017
VT,MN,75,88.0,2017
VT,MO,0,157.0,2017
VT,MS,0,157.0,2017
VT,MT,21,26.0,2017
VT,NC,291,377.0,2017
VT,ND,0,157.0,2017
VT,NE,101,119.0,2017
VT,NH,1690,617.0,2017
VT,NJ,699,243.0,2017
VT,NM,60,112.0,2017
VT,NV,301,441.0,2017
VT,NY,2758,913.0,2017
VT,OH,44,61.0,2017
VT,OK,14,24.0,2017
VT,OR,344,375.0,2017
VT,PA,483,295.0,2017
VT,RI,432,375.0,2017
VT,SC,87,125.0,2017
VT,SD,32,54.0,2017
VT,TN,179,155.0,2017
VT,TX,485,357.0,2017
VT,UT,130,145.0,2017
VT,VA,636,383.0,2017
VT,WA,181,151.0,2017
VT,WI,106,139.0,2017
VT,WV,48,62.0,2017
VT,WY,643,653.0,2017
WA,AK,7532,2598.0,2017
WA,AL,1605,989.0,2017
WA,AR,1074,1063.0,2017
WA,AZ,11733,3478.0,2017
WA,CA,52484,6061.0,2017
WA,CO,8473,2055.0,2017
WA,CT,1310,846.0,2017
WA,DC,1441,1446.0,2017
WA,DE,943,1202.0,2017
WA,FL,10311,3038.0,2017
WA,GA,5375,2117.0,2017
WA,HI,4855,1295.0,2017
WA,IA,867,569.0,2017
WA,ID,9963,2366.0,2017
WA,IL,8848,2757.0,2017
WA,IN,1171,640.0,2017
WA,KS,2249,923.0,2017
WA,KY,394,389.0,2017
WA,LA,2401,1254.0,2017
WA,MA,3690,1786.0,2017
WA,MD,2623,1194.0,2017
WA,ME,564,848.0,2017
WA,MI,3834,1485.0,2017
WA,MN,3192,1318.0,2017
WA,MO,2985,1881.0,2017
WA,MS,245,267.0,2017
WA,MT,4593,2204.0,2017
WA,NC,6893,2468.0,2017
WA,ND,1249,755.0,2017
WA,NE,849,874.0,2017
WA,NH,405,513.0,2017
WA,NJ,3702,1933.0,2017
WA,NM,2156,1132.0,2017
WA,NV,4398,1953.0,2017
WA,NY,6217,2189.0,2017
WA,OH,3520,1248.0,2017
WA,OK,3507,1225.0,2017
WA,OR,28013,3899.0,2017
WA,PA,4611,2086.0,2017
WA,RI,1606,1322.0,2017
WA,SC,3920,1861.0,2017
WA,SD,279,278.0,2017
WA,TN,1295,715.0,2017
WA,TX,14096,3744.0,2017
WA,UT,7603,2736.0,2017
WA,VA,7976,2358.0,2017
WA,VT,503,691.0,2017
WA,WI,2106,1044.0,2017
WA,WV,547,590.0,2017
WA,WY,581,412.0,2017
WI,AK,389,494.0,2017
WI,AL,757,669.0,2017
WI,AR,601,462.0,2017
WI,AZ,1702,658.0,2017
WI,CA,4741,1454.0,2017
WI,CO,2101,820.0,2017
WI,CT,282,216.0,2017
WI,DC,146,175.0,2017
WI,DE,401,395.0,2017
WI,FL,5505,1492.0,2017
WI,GA,1797,673.0,2017
WI,HI,279,357.0,2017
WI,IA,3018,872.0,2017
WI,ID,260,332.0,2017
WI,IL,26963,3401.0,2017
WI,IN,2274,1253.0,2017
WI,KS,443,283.0,2017
WI,KY,881,649.0,2017
WI,LA,1047,806.0,2017
WI,MA,654,387.0,2017
WI,MD,597,570.0,2017
WI,ME,904,753.0,2017
WI,MI,4993,1696.0,2017
WI,MN,19873,2329.0,2017
WI,MO,2204,937.0,2017
WI,MS,853,642.0,2017
WI,MT,445,232.0,2017
WI,NC,2253,932.0,2017
WI,ND,575,360.0,2017
WI,NE,432,311.0,2017
WI,NH,190,235.0,2017
WI,NJ,1351,1130.0,2017
WI,NM,861,546.0,2017
WI,NV,410,282.0,2017
WI,NY,1337,603.0,2017
WI,OH,2174,1071.0,2017
WI,OK,643,452.0,2017
WI,OR,708,511.0,2017
WI,PA,2136,1166.0,2017
WI,RI,52,86.0,2017
WI,SC,857,508.0,2017
WI,SD,145,137.0,2017
WI,TN,1682,1034.0,2017
WI,TX,5375,1594.0,2017
WI,UT,2141,1687.0,2017
WI,VA,1671,732.0,2017
WI,VT,105,126.0,2017
WI,WA,2531,1213.0,2017
WI,WV,507,686.0,2017
WI,WY,273,250.0,2017
WV,AK,121,152.0,2017
WV,AL,239,248.0,2017
WV,AR,0,200.0,2017
WV,AZ,13,27.0,2017
WV,CA,563,409.0,2017
WV,CO,463,374.0,2017
WV,CT,41,88.0,2017
WV,DC,287,286.0,2017
WV,DE,360,301.0,2017
WV,FL,2635,1157.0,2017
WV,GA,649,592.0,2017
WV,HI,0,200.0,2017
WV,IA,182,293.0,2017
WV,ID,119,203.0,2017
WV,IL,194,316.0,2017
WV,IN,492,487.0,2017
WV,KS,405,408.0,2017
WV,KY,904,617.0,2017
WV,LA,157,279.0,2017
WV,MA,197,186.0,2017
WV,MD,4715,1627.0,2017
WV,ME,39,68.0,2017
WV,MI,805,570.0,2017
WV,MN,161,172.0,2017
WV,MO,0,200.0,2017
WV,MS,346,508.0,2017
WV,MT,26,44.0,2017
WV,NC,2944,1542.0,2017
WV,ND,0,200.0,2017
WV,NE,287,394.0,2017
WV,NH,217,338.0,2017
WV,NJ,534,366.0,2017
WV,NM,0,200.0,2017
WV,NV,30,53.0,2017
WV,NY,547,356.0,2017
WV,OH,5544,1730.0,2017
WV,OK,186,246.0,2017
WV,OR,30,65.0,2017
WV,PA,4945,1439.0,2017
WV,RI,91,148.0,2017
WV,SC,612,420.0,2017
WV,SD,0,200.0,2017
WV,TN,1266,986.0,2017
WV,TX,2175,2090.0,2017
WV,UT,456,365.0,2017
WV,VA,5388,1617.0,2017
WV,VT,0,200.0,2017
WV,WA,469,511.0,2017
WV,WI,173,187.0,2017
WV,WY,0,200.0,2017
WY,AK,152,182.0,2017
WY,AL,264,237.0,2017
WY,AR,722,1026.0,2017
WY,AZ,220,209.0,2017
WY,CA,2344,933.0,2017
WY,CO,4254,1405.0,2017
WY,CT,190,257.0,2017
WY,DC,0,201.0,2017
WY,DE,240,396.0,2017
WY,FL,148,139.0,2017
WY,GA,0,201.0,2017
WY,HI,0,201.0,2017
WY,IA,511,732.0,2017
WY,ID,600,637.0,2017
WY,IL,163,157.0,2017
WY,IN,18,27.0,2017
WY,KS,107,104.0,2017
WY,KY,0,201.0,2017
WY,LA,134,223.0,2017
WY,MA,0,201.0,2017
WY,MD,113,191.0,2017
WY,ME,0,201.0,2017
WY,MI,93,112.0,2017
WY,MN,478,408.0,2017
WY,MO,286,305.0,2017
WY,MS,0,201.0,2017
WY,MT,1375,841.0,2017
WY,NC,205,237.0,2017
WY,ND,357,325.0,2017
WY,NE,473,355.0,2017
WY,NH,11,21.0,2017
WY,NJ,125,216.0,2017
WY,NM,7,15.0,2017
WY,NV,359,399.0,2017
WY,NY,110,133.0,2017
WY,OH,66,56.0,2017
WY,OK,315,369.0,2017
WY,OR,151,136.0,2017
WY,PA,98,131.0,2017
WY,RI,0,201.0,2017
WY,SC,0,201.0,2017
WY,SD,310,349.0,2017
WY,TN,178,239.0,2017
WY,TX,979,515.0,2017
WY,UT,733,458.0,2017
WY,VA,843,741.0,2017
WY,VT,0,201.0,2017
WY,WA,759,592.0,2017
WY,WI,20,25.0,2017
WY,WV,0,201.0,2017
AK,AL,518,404.0,2018
AK,AR,722,998.0,2018
AK,AZ,910,537.0,2018
AK,CA,3455,1482.0,2018
AK,CO,1847,923.0,2018
AK,CT,0,157.0,2018
AK,DC,74,85.0,2018
AK,DE,0,157.0,2018
AK,FL,1172,525.0,2018
AK,GA,565,361.0,2018
AK,HI,1029,767.0,2018
AK,IA,26,33.0,2018
AK,ID,497,347.0,2018
AK,IL,1024,799.0,2018
AK,IN,165,215.0,2018
AK,KS,800,978.0,2018
AK,KY,162,155.0,2018
AK,LA,83,103.0,2018
AK,MA,170,173.0,2018
AK,MD,548,507.0,2018
AK,ME,16,28.0,2018
AK,MI,791,611.0,2018
AK,MN,586,488.0,2018
AK,MO,938,696.0,2018
AK,MS,330,374.0,2018
AK,MT,534,456.0,2018
AK,NC,1676,1389.0,2018
AK,ND,210,246.0,2018
AK,NE,413,642.0,2018
AK,NH,0,157.0,2018
AK,NJ,335,293.0,2018
AK,NM,489,335.0,2018
AK,NV,2013,1675.0,2018
AK,NY,380,311.0,2018
AK,OH,176,221.0,2018
AK,OK,184,189.0,2018
AK,OR,1896,857.0,2018
AK,PA,111,143.0,2018
AK,RI,38,67.0,2018
AK,SC,389,474.0,2018
AK,SD,175,213.0,2018
AK,TN,171,172.0,2018
AK,TX,2322,915.0,2018
AK,UT,410,323.0,2018
AK,VA,654,394.0,2018
AK,VT,5,18.0,2018
AK,WA,2558,1363.0,2018
AK,WI,340,253.0,2018
AK,WV,0,157.0,2018
AK,WY,192,158.0,2018
AL,AK,419,384.0,2018
AL,AR,1051,736.0,2018
AL,AZ,1915,975.0,2018
AL,CA,2659,1147.0,2018
AL,CO,1672,827.0,2018
AL,CT,747,421.0,2018
AL,DC,0,201.0,2018
AL,DE,826,804.0,2018
AL,FL,14298,2683.0,2018
AL,GA,18433,4546.0,2018
AL,HI,627,393.0,2018
AL,IA,704,635.0,2018
AL,ID,0,201.0,2018
AL,IL,3310,1670.0,2018
AL,IN,1874,1173.0,2018
AL,KS,357,319.0,2018
AL,KY,4216,2722.0,2018
AL,LA,2837,1403.0,2018
AL,MA,445,301.0,2018
AL,MD,493,364.0,2018
AL,ME,0,201.0,2018
AL,MI,2231,875.0,2018
AL,MN,915,531.0,2018
AL,MO,1851,784.0,2018
AL,MS,7653,2337.0,2018
AL,MT,76,126.0,2018
AL,NC,2224,925.0,2018
AL,ND,0,201.0,2018
AL,NE,756,1058.0,2018
AL,NH,0,201.0,2018
AL,NJ,1213,821.0,2018
AL,NM,58,99.0,2018
AL,NV,97,128.0,2018
AL,NY,3226,1789.0,2018
AL,OH,1299,634.0,2018
AL,OK,931,550.0,2018
AL,OR,0,201.0,2018
AL,PA,1771,855.0,2018
AL,RI,0,201.0,2018
AL,SC,1218,554.0,2018
AL,SD,281,397.0,2018
AL,TN,12228,3181.0,2018
AL,TX,5719,1678.0,2018
AL,UT,79,86.0,2018
AL,VA,5221,3465.0,2018
AL,VT,0,201.0,2018
AL,WA,2125,1147.0,2018
AL,WI,996,489.0,2018
AL,WV,176,254.0,2018
AL,WY,74,122.0,2018
AR,AK,413,455.0,2018
AR,AL,438,343.0,2018
AR,AZ,602,442.0,2018
AR,CA,3728,1814.0,2018
AR,CO,3255,1748.0,2018
AR,CT,159,193.0,2018
AR,DC,0,201.0,2018
AR,DE,126,213.0,2018
AR,FL,3966,1406.0,2018
AR,GA,929,556.0,2018
AR,HI,468,361.0,2018
AR,IA,119,197.0,2018
AR,ID,0,201.0,2018
AR,IL,3359,1492.0,2018
AR,IN,1241,796.0,2018
AR,KS,1072,691.0,2018
AR,KY,831,728.0,2018
AR,LA,2311,928.0,2018
AR,MA,139,177.0,2018
AR,MD,470,482.0,2018
AR,ME,27,45.0,2018
AR,MI,584,598.0,2018
AR,MN,196,187.0,2018
AR,MO,9400,2606.0,2018
AR,MS,2568,1550.0,2018
AR,MT,76,122.0,2018
AR,NC,638,405.0,2018
AR,ND,225,314.0,2018
AR,NE,76,124.0,2018
AR,NH,156,232.0,2018
AR,NJ,277,254.0,2018
AR,NM,214,283.0,2018
AR,NV,84,138.0,2018
AR,NY,139,157.0,2018
AR,OH,857,794.0,2018
AR,OK,8490,2478.0,2018
AR,OR,254,276.0,2018
AR,PA,860,812.0,2018
AR,RI,0,201.0,2018
AR,SC,121,171.0,2018
AR,SD,146,129.0,2018
AR,TN,5492,1875.0,2018
AR,TX,15531,3423.0,2018
AR,UT,712,565.0,2018
AR,VA,900,526.0,2018
AR,VT,0,201.0,2018
AR,WA,1328,993.0,2018
AR,WI,130,152.0,2018
AR,WV,72,69.0,2018
AR,WY,0,201.0,2018
AZ,AK,2743,1352.0,2018
AZ,AL,2801,2049.0,2018
AZ,AR,1487,1020.0,2018
AZ,CA,68516,7467.0,2018
AZ,CO,11517,2608.0,2018
AZ,CT,503,348.0,2018
AZ,DC,26,45.0,2018
AZ,DE,49,80.0,2018
AZ,FL,6701,2850.0,2018
AZ,GA,3149,1135.0,2018
AZ,HI,591,421.0,2018
AZ,IA,3049,1021.0,2018
AZ,ID,2733,1365.0,2018
AZ,IL,13247,3009.0,2018
AZ,IN,2555,1117.0,2018
AZ,KS,3802,1841.0,2018
AZ,KY,1265,615.0,2018
AZ,LA,1416,835.0,2018
AZ,MA,1299,623.0,2018
AZ,MD,2955,2047.0,2018
AZ,ME,353,378.0,2018
AZ,MI,4477,1195.0,2018
AZ,MN,6206,1633.0,2018
AZ,MO,4476,1487.0,2018
AZ,MS,1780,994.0,2018
AZ,MT,1419,836.0,2018
AZ,NC,6587,2373.0,2018
AZ,ND,2169,1889.0,2018
AZ,NE,1663,912.0,2018
AZ,NH,1500,827.0,2018
AZ,NJ,4084,2224.0,2018
AZ,NM,6866,2194.0,2018
AZ,NV,8057,2434.0,2018
AZ,NY,5281,1818.0,2018
AZ,OH,6322,1956.0,2018
AZ,OK,2530,1397.0,2018
AZ,OR,13697,3918.0,2018
AZ,PA,3692,1196.0,2018
AZ,RI,323,298.0,2018
AZ,SC,2252,1392.0,2018
AZ,SD,913,682.0,2018
AZ,TN,1291,1072.0,2018
AZ,TX,20245,3789.0,2018
AZ,UT,5828,1581.0,2018
AZ,VA,4956,1521.0,2018
AZ,VT,37,61.0,2018
AZ,WA,17560,3314.0,2018
AZ,WI,7788,2290.0,2018
AZ,WV,29,50.0,2018
AZ,WY,929,578.0,2018
CA,AK,2155,756.0,2018
CA,AL,4591,1570.0,2018
CA,AR,2573,1252.0,2018
CA,AZ,33670,4112.0,2018
CA,CO,18755,3048.0,2018
CA,CT,6366,1556.0,2018
CA,DC,5063,1575.0,2018
CA,DE,1143,769.0,2018
CA,FL,22464,3744.0,2018
CA,GA,11753,2413.0,2018
CA,HI,12848,3471.0,2018
CA,IA,2461,992.0,2018
CA,ID,4224,1308.0,2018
CA,IL,22165,3091.0,2018
CA,IN,6313,1724.0,2018
CA,KS,4826,1619.0,2018
CA,KY,2010,1125.0,2018
CA,LA,4441,1261.0,2018
CA,MA,17529,3299.0,2018
CA,MD,11042,3193.0,2018
CA,ME,1294,742.0,2018
CA,MI,10335,3321.0,2018
CA,MN,6221,1552.0,2018
CA,MO,7981,2619.0,2018
CA,MS,2393,998.0,2018
CA,MT,2481,1014.0,2018
CA,NC,11400,2512.0,2018
CA,ND,1909,1506.0,2018
CA,NE,3619,1216.0,2018
CA,NH,682,492.0,2018
CA,NJ,11666,2443.0,2018
CA,NM,3822,1270.0,2018
CA,NV,22433,3600.0,2018
CA,NY,34848,3977.0,2018
CA,OH,13999,2877.0,2018
CA,OK,4901,1485.0,2018
CA,OR,24050,3956.0,2018
CA,PA,11848,2494.0,2018
CA,RI,1738,949.0,2018
CA,SC,4896,1429.0,2018
CA,SD,1296,803.0,2018
CA,TN,8060,2304.0,2018
CA,TX,37810,4344.0,2018
CA,UT,9440,2435.0,2018
CA,VA,17725,4551.0,2018
CA,VT,1641,1153.0,2018
CA,WA,38007,4987.0,2018
CA,WI,5364,1388.0,2018
CA,WV,1246,665.0,2018
CA,WY,1526,833.0,2018
CO,AK,2102,1077.0,2018
CO,AL,3597,2038.0,2018
CO,AR,1442,1087.0,2018
CO,AZ,7987,1775.0,2018
CO,CA,28288,3777.0,2018
CO,CT,1498,1124.0,2018
CO,DC,1119,579.0,2018
CO,DE,190,170.0,2018
CO,FL,14017,3309.0,2018
CO,GA,8239,2389.0,2018
CO,HI,3356,1622.0,2018
CO,IA,2385,945.0,2018
CO,ID,1268,714.0,2018
CO,IL,7783,1801.0,2018
CO,IN,2945,1096.0,2018
CO,KS,5071,1676.0,2018
CO,KY,2754,1562.0,2018
CO,LA,1216,754.0,2018
CO,MA,3949,1331.0,2018
CO,MD,3454,1588.0,2018
CO,ME,912,682.0,2018
CO,MI,4253,1425.0,2018
CO,MN,5208,1603.0,2018
CO,MO,6803,1761.0,2018
CO,MS,597,579.0,2018
CO,MT,3731,2023.0,2018
CO,NC,6336,2214.0,2018
CO,ND,1118,720.0,2018
CO,NE,6025,1851.0,2018
CO,NH,183,165.0,2018
CO,NJ,1780,940.0,2018
CO,NM,11444,3183.0,2018
CO,NV,3455,1539.0,2018
CO,NY,6362,1380.0,2018
CO,OH,3169,1239.0,2018
CO,OK,5956,2359.0,2018
CO,OR,2890,1032.0,2018
CO,PA,4701,1282.0,2018
CO,RI,706,649.0,2018
CO,SC,3203,1176.0,2018
CO,SD,2176,1070.0,2018
CO,TN,1444,685.0,2018
CO,TX,26930,4760.0,2018
CO,UT,4833,1992.0,2018
CO,VA,9260,3833.0,2018
CO,VT,1043,760.0,2018
CO,WA,6686,1847.0,2018
CO,WI,3100,1243.0,2018
CO,WV,238,194.0,2018
CO,WY,1951,956.0,2018
CT,AK,8,18.0,2018
CT,AL,1054,783.0,2018
CT,AR,51,87.0,2018
CT,AZ,1204,1161.0,2018
CT,CA,3870,1455.0,2018
CT,CO,1105,702.0,2018
CT,DC,506,517.0,2018
CT,DE,1015,1351.0,2018
CT,FL,4563,1550.0,2018
CT,GA,2606,1624.0,2018
CT,HI,472,389.0,2018
CT,IA,86,147.0,2018
CT,ID,0,207.0,2018
CT,IL,1513,720.0,2018
CT,IN,237,373.0,2018
CT,KS,79,112.0,2018
CT,KY,233,286.0,2018
CT,LA,597,580.0,2018
CT,MA,7630,1618.0,2018
CT,MD,1182,667.0,2018
CT,ME,1342,874.0,2018
CT,MI,819,303.0,2018
CT,MN,106,124.0,2018
CT,MO,69,117.0,2018
CT,MS,0,207.0,2018
CT,MT,35,62.0,2018
CT,NC,1145,611.0,2018
CT,ND,0,207.0,2018
CT,NE,0,207.0,2018
CT,NH,939,643.0,2018
